,loop_step,standard_dev,number_town_people,guac_20,guac_19,guac_18,guac_17,guac_16,guac_15,guac_14,guac_13,guac_12,guac_11,guac_10,guac_9,guac_8,guac_7,guac_6,guac_5,guac_4,guac_3,guac_2,guac_1
71,71,1,50,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,not_all_assigned
72,72,1,50,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,not_all_assigned
73,73,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,not_all_assigned
74,74,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,not_all_assigned
75,75,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
76,76,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
77,77,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
78,78,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,not_all_assigned
79,79,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,not_all_assigned
80,80,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,not_all_assigned
81,81,1,50,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,false,true,not_all_assigned
82,82,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,not_all_assigned
83,83,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,not_all_assigned
84,84,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
85,85,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false
86,86,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true
87,87,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,false,false
88,88,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
89,89,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
90,90,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,not_all_assigned
91,91,1,50,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
92,92,1,50,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,false,true,true,not_all_assigned
93,93,1,50,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,not_all_assigned
94,94,1,50,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
95,95,1,50,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,false
96,96,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
97,97,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,not_all_assigned
98,98,1,50,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,not_all_assigned
99,99,1,50,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,not_all_assigned
100,100,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,not_all_assigned
101,101,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
102,102,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
103,103,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,not_all_assigned
104,104,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,not_all_assigned
105,105,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
106,106,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,not_all_assigned
107,107,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,not_all_assigned
108,108,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned,not_all_assigned
109,109,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
110,110,1,50,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,not_all_assigned,false
111,111,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
112,112,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,not_all_assigned
113,113,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,not_all_assigned
114,114,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
115,115,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,not_all_assigned
116,116,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,not_all_assigned
117,117,1,50,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false
118,118,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,not_all_assigned
119,119,1,50,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
120,120,1,50,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,not_all_assigned
121,121,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
122,122,1,50,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,not_all_assigned
123,123,1,50,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,false,not_all_assigned
124,124,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
125,125,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,not_all_assigned
126,126,1,50,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false
127,127,1,50,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,not_all_assigned,not_all_assigned
128,128,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
129,129,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
130,130,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
131,131,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,not_all_assigned,not_all_assigned
132,132,1,50,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false
133,133,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
134,134,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned,true
135,135,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,not_all_assigned
136,136,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,not_all_assigned
137,137,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned,false,not_all_assigned
138,138,1,50,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,false,true,false
139,139,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,not_all_assigned
140,140,1,50,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,not_all_assigned
141,141,1,50,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,not_all_assigned
142,142,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,not_all_assigned
143,143,1,50,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,not_all_assigned,true
144,144,1,50,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,not_all_assigned
145,145,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,not_all_assigned
146,146,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,not_all_assigned
147,147,1,50,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,false,false,not_all_assigned
148,148,1,50,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,not_all_assigned
149,149,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,not_all_assigned
150,150,1,50,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,not_all_assigned,not_all_assigned
151,151,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,not_all_assigned
152,152,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,not_all_assigned
153,153,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
154,154,1,50,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
155,155,1,50,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,false,not_all_assigned
156,156,1,50,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
157,157,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,not_all_assigned
158,158,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,not_all_assigned
159,159,1,50,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,not_all_assigned
160,160,1,50,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false,true,false,not_all_assigned
161,161,1,50,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true
162,162,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,not_all_assigned,not_all_assigned
163,163,1,50,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,false,not_all_assigned
164,164,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
165,165,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,not_all_assigned,not_all_assigned
166,166,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
167,167,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,not_all_assigned
168,168,1,50,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
169,169,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned,not_all_assigned
170,170,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,not_all_assigned
171,171,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,not_all_assigned
172,172,1,50,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,not_all_assigned,not_all_assigned
173,173,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false
174,174,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,not_all_assigned
175,175,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned,not_all_assigned
176,176,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false
177,177,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
178,178,1,50,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,not_all_assigned
179,179,1,50,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,not_all_assigned
180,180,1,50,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,not_all_assigned
181,181,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,not_all_assigned
182,182,1,50,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,true,true,false,false,not_all_assigned
183,183,1,50,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,not_all_assigned
184,184,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
185,185,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
186,186,1,50,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,not_all_assigned,not_all_assigned
187,187,1,50,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,false
188,188,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
189,189,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,not_all_assigned
190,190,1,50,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,not_all_assigned,not_all_assigned
191,191,1,50,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,false,true,true,false,not_all_assigned
192,192,1,50,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true,true
193,193,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,not_all_assigned
194,194,1,50,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,not_all_assigned
195,195,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true
196,196,1,50,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true
197,197,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false
198,198,1,50,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,true,false,not_all_assigned
199,199,1,50,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned,false
200,0,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true
201,1,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true
202,2,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
203,3,1,100,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true
204,4,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true
205,5,1,100,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false
206,6,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
207,7,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
208,8,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
209,9,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,not_all_assigned
210,10,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,false
211,11,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true
212,12,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
213,13,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
214,14,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
215,15,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
216,16,1,100,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true
217,17,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
218,18,1,100,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true
219,19,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
220,20,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
221,21,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
222,22,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true
223,23,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
224,24,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,false
225,25,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true
226,26,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false
227,27,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,not_all_assigned
228,28,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
229,29,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
230,30,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true
231,31,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
232,32,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
233,33,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
234,34,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true
235,35,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true
236,36,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,false
237,37,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
238,38,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
239,39,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
240,40,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
241,41,1,100,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false
242,42,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
243,43,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true
244,44,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true
245,45,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
246,46,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
247,47,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false
248,48,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true
249,49,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true
250,50,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
251,51,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true
252,52,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
253,53,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
254,54,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
255,55,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
256,56,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
257,57,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true
258,58,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true
259,59,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true
260,60,1,100,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
261,61,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true
262,62,1,100,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
